Marca,Submarca,Version,Modelo,Transmision,Combustible,Cilindros,Potencia,Tamaño,Categoria,Rend_Ciudad,Ren_Carretera,Rend_Comb,Rend_Ajustado,CO2,Nox,Calificacion_Gas,Calificacion_ContamAire
VW,CLASICO,4PTS 2.0L 4CIL 115HP MAN,2012,MAN,Gasolina,4,115,2,AUTOS COMPACTOS,11.6,19.5,14.19,10.64,219,11,6,9
MAZDA,MAZDA 6,SEDAN 4PTS 2.5L 4CIL 170HP AUT,2012,AUT,Gasolina,4,170,2.5,AUTOS COMPACTOS,11.6,17.7,13.73,10.3,226,3,6,9
MAZDA,MAZDA6,SEDAN 4PTS 2.5L 4CIL 170HP AUT,2013,AUT,Gasolina,4,170,2.5,AUTOS COMPACTOS,11.6,17.7,13.73,10.3,226,8,6,9
VW,JETTA,MKVI 4PTS 2.5L 5CIL 170HP MAN,2015,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.6,20.4,14.39,10.8,216,19,6,7
VW,JETTA,MKVI 4PTAS 2.5L 5CIL 170HP MAN,2016,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.6,20.4,14.39,10.8,216,19,6,7
VW,JETTA MKVI,MKVI 4PTAS 2.5L 5CIL 170HP MAN,2017,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.6,20.4,14.39,10.8,216,19,6,7
MITSUBISHI,LANCER,GTS 4PTS 2.4L 4CIL 168HP CVT,2014,CVT,Gasolina,4,168,2.4,AUTOS COMPACTOS,11.59,16.98,13.52,10.14,230,7,6,9
VW,JETTA,MKVI GLI 4PTS 2.0L 4CIL 200HP DSG TFSI TURBO,2012,AUT,Gasolina,4,200,2,AUTOS COMPACTOS,11.53,19.36,14.1,10.57,221,13,6,8
FORD,FOCUS,5PTS 2.0L 4CIL 145HP MAN,2011,M6,Gasolina,4,145,2,AUTOS COMPACTOS,11.5,18.7,15.3,11.48,203,40,7,?
TOYOTA,COROLLA,4PTS 1.8L 4CIL 132HP MAN,2011,MAN,Gasolina,4,132,1.8,AUTOS COMPACTOS,11.5,14.9,12.82,9.61,243,16,5,8
TOYOTA,COROLLA,4PTS 1.8L 4CIL 132HP AUT,2011,AUT,Gasolina,4,132,1.8,AUTOS COMPACTOS,11.5,14.9,12.82,9.61,243,16,5,8
TOYOTA,COROLLA,4PTS 1.8L 4CIL 132HP MAN,2012,MAN,Gasolina,4,132,1.8,AUTOS COMPACTOS,11.5,14.9,12.82,9.61,243,16,5,8
TOYOTA,COROLLA,4PTS 1.8L 4CIL 132HP AUT,2012,AUT,Gasolina,4,132,1.8,AUTOS COMPACTOS,11.5,14.9,12.82,9.61,243,16,5,8
TOYOTA,COROLLA,4PTS 1.8L 4CIL 132HP AUT,2013,AUT,Gasolina,4,132,1.8,AUTOS COMPACTOS,11.5,14.9,12.82,9.61,243,16,5,8
TOYOTA,COROLLA,4PTS 1.8L 4CIL 132HP MAN,2013,MAN,Gasolina,4,132,1.8,AUTOS COMPACTOS,11.5,14.9,12.82,9.61,243,16,5,8
MAZDA,MAZDA5,WGN 5PTS 2.5L 4CIL 157HP AUT,2014,AUT,Gasolina,4,157,2.5,AUTOS COMPACTOS,11.5,17.6,13.63,10.22,228,4,6,9
VW,GOLF,A7 GTI 5PTAS 2.0L 4CIL 220HP DSG TURBO FSI,2016,DSG,Gasolina,4,220,2,AUTOS COMPACTOS,11.5,20.1,14.24,10.68,218,32,6,6
VW,GOLF,A7 GTI 5PTAS 2.0L 4CIL 220HP DSG TURBO FSI,2017,DSG,Gasolina,4,220,2,AUTOS COMPACTOS,11.5,20.1,14.24,10.68,218,32,6,6
VW,JETTA,MKVI 4PTS 2.5L 5CIL 170HP MAN,2011,M5,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.48,20.66,14.35,10.76,217,28,6,6
VW,GOLF,SPORTWAGEN 4PTS 2.5L 5CIL 170HP MAN,2011,M5,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.48,20.66,14.35,10.76,217,28,6,6
VW,GOLF,SPORTWAGEN 5PTS 2.5L 5CIL 170HP MAN,2012,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.48,20.66,14.35,10.76,217,28,6,6
VW,JETTA,MKVI 4PTS 2.5L 5CIL 170HP MAN,2012,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.48,20.66,14.35,10.76,217,28,6,6
VW,JETTA,MKVI 4PTS 2.5L 5CIL 170HP MAN,2013,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.48,20.66,14.35,10.76,217,28,6,6
VW,JETTA,MKVI 4PTS 2.5L 5CIL 170HP MAN,2014,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.48,20.66,14.35,10.76,217,28,6,6
DODGE,CALIBER,5PTS 2.4L 4CIL 172HP MAN,2011,MAN,Gasolina,4,172,2.4,AUTOS COMPACTOS,11.46,15.59,13.01,9.76,239,6,5,9
DODGE,AVENGER,4PTS 2.0L 4CIL 158HP MAN,2011,MAN,Gasolina,4,158,2,AUTOS COMPACTOS,11.46,14.55,12.67,9.5,245,11,5,9
DODGE,CALIBER,5PTS 2.4 4CIL 172 MAN,2012,MAN,Gasolina,4,172,2.4,AUTOS COMPACTOS,11.46,15.59,13.01,9.76,239,4,5,9
VW,GOLF,SPORTWAGEN 5PTS 2.5L 5CIL 170HP MAN,2013,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.43,17.94,13.66,10.25,228,28,6,6
FORD,FOCUS,5PTS 2.0L 4CIL 145HP AUT,2011,AUT,Gasolina,4,145,2,AUTOS COMPACTOS,11.4,17.9,15.02,11.26,207,61,7,?
FORD,FOCUS,RS 3PTS 2.5L 5CIL 304HP MAN,2011,M6,Gasolina,5,304,2.5,AUTOS COMPACTOS,11.4,18.9,15.27,11.45,204,62,7,?
MAZDA,MAZDA 6,SEDAN 4PTS 2.5L 4CIL 170HP MAN,2012,MAN,Gasolina,4,170,2.5,AUTOS COMPACTOS,11.4,17.8,13.6,10.2,229,3,6,9
MAZDA,MAZDA6,SEDAN 4PTS 2.5L 4CIL 170HP MAN,2013,MAN,Gasolina,4,170,2.5,AUTOS COMPACTOS,11.4,17.8,13.6,10.2,229,8,6,9
VW,CLÁSICO,4PTS 2.0L 4CIL 115HP AUT (TIP),2015,TIPTRONIC,Gasolina,4,115,2,AUTOS COMPACTOS,11.4,19.2,13.95,10.46,223,30,6,6
PEUGEOT,301,SEDAN 4PTS 1.6L 4CIL 114HP MAN,2013,MAN,Gasolina,4,114,1.6,AUTOS COMPACTOS,11.36,18.87,15.23,11.42,204,10,7,9
PEUGEOT,301,SEDAN 4PTS 1.6L 4CIL 114HP MAN,2014,MAN,Gasolina,4,114,1.6,AUTOS COMPACTOS,11.36,18.87,15.23,11.42,204,10,7,9
PEUGEOT,301,SEDAN 4PTS 1.6L 4CIL 114HP MAN,2015,MAN,Gasolina,4,114,1.6,AUTOS COMPACTOS,11.36,18.87,15.23,11.42,204,10,7,9
CHEVROLET,CRUZE,LS 4PTS 1.8L 4CIL 138HP AUT,2015,AUT,Gasolina,4,138,1.8,AUTOS COMPACTOS,11.32,18.93,13.82,10.37,225,43,6,6
FORD,FOCUS,ST 4PTS 2.0L 4CIL 252HP MAN,2013,MAN,Gasolina,4,252,2,AUTOS COMPACTOS,11.3,18.2,15.02,11.26,207,10,7,9
CHEVROLET,CRUZE,LT 4PTS 1.8L 4CIL 138HP AUT,2015,AUT,Gasolina,4,138,1.8,AUTOS COMPACTOS,11.3,18.1,13.6,10.2,229,77,6,4
VW,BEETLE,SPORT 2PTS 2.5L 5CIL 170HP MAN,2015,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.3,19.4,13.91,10.44,223,14,6,8
VW,BEETLE,2PTAS 2.5L 5CIL 170HP MAN,2016,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.3,19.4,13.91,10.44,223,14,6,8
VW,BEETLE,2PTAS 2.5L 5CIL 170HP MAN,2017,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.3,19.4,13.91,10.44,223,14,6,8
CHEVROLET,MALIBU,LTZ 4PTS 2.0L 4CIL 259HP AUT TURBO,2013,AUT,Gasolina,4,259,2,AUTOS COMPACTOS,11.29,19.81,14,10.5,222,11,6,9
CHEVROLET,MALIBU,LTZ 4PTS 2.0L 4CIL 259HP AUT TURBO,2014,AUT,Gasolina,4,259,2,AUTOS COMPACTOS,11.29,19.81,14,10.5,222,58,6,5
CHEVROLET,MALIBU,LT 4PTS 2.0L 4CIL 259HP AUT TURBO,2015,AUT,Gasolina,4,259,2,AUTOS COMPACTOS,11.29,19.81,14,10.5,222,58,6,5
CHEVROLET,MALIBU,LTZ 4PTS 2.0L 4CIL 259HP AUT TURBO,2015,AUT,Gasolina,4,259,2,AUTOS COMPACTOS,11.29,19.81,14,10.5,222,11,6,9
VW,JETTA,MKVI 4PTS 2.0L 4CIL 115HP TIP,2013,TIP,Gasolina,4,115,2,AUTOS COMPACTOS,11.27,18.74,13.73,10.3,226,8,6,9
VW,JETTA,MKVI 4PTS 2.0L 4CIL 115HP TIP,2014,TIP,Gasolina,4,115,2,AUTOS COMPACTOS,11.27,18.74,13.73,10.3,226,8,6,9
VW,BEETLE,2PTS 2.5L 5CIL 170HP TIP,2012,TIP,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.26,16.8,13.22,9.92,235,16,6,8
VW,BEETLE,CABRIO 2PTS 2.5L 5CIL 170HP TIP,2012,TIP,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.26,16.8,13.22,9.91,235,16,6,8
VW,BEETLE,2PTS 2.5L 5CIL 150HP TIP,2011,TIPTRONIC,Gasolina,5,150,2.5,AUTOS COMPACTOS,11.23,18.32,13.6,10.2,229,5,6,9
VW,BEETLE,CABRIO 2PTS 2.5L 5CIL 150HP TIP,2011,TIPTRONIC,Gasolina,5,150,2.5,AUTOS COMPACTOS,11.23,18.32,13.6,10.2,229,5,6,9
MAZDA,MAZDA3,SEDAN 4PTS 2.5L 4CIL 167HP MAN,2011,M5,Gasolina,4,167,2.5,AUTOS COMPACTOS,11.2,17.4,13.34,10,233,9,6,9
MAZDA,MAZDA6,4PTS 2.5L 4CIL 170HP MAN,2011,M6,Gasolina,4,170,2.5,AUTOS COMPACTOS,11.2,16.8,13.18,9.88,236,6,6,9
FORD,FOCUS,ST 3PTS 2.5L 5CIL 225HP MAN,2011,M6,Gasolina,5,225,2.5,AUTOS COMPACTOS,11.2,18.7,15.06,11.29,206,30,7,?
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP MAN,2012,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,?
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP MAN,2012,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,?
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP MAN,2012,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,?
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP MAN,2013,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,?
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP MAN,2013,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,?
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP MAN,2013,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,?
HONDA,CIVIC,COUPE Si 2PTS 2.4L 4CIL 202HP MAN,2014,MAN,Gasolina,4,202,2.4,AUTOS COMPACTOS,11.2,17.7,13.42,10.06,232,15,6,8
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP MAN,2014,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,?
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP MAN,2014,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,?
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP MAN,2014,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,?
VW,BEETLE,SPORT 2PTS 2.5L 5CIL 170HP TIP,2015,TIPTRONIC,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.2,18.6,13.64,10.23,228,4,6,9
HONDA,CIVIC,COUPE Si 2PTS 2.4L 4CIL 202HP MAN,2015,MAN,Gasolina,4,202,2.4,AUTOS COMPACTOS,11.2,17.7,14.81,11.11,210,15,7,8
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP MAN,2015,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,8
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP MAN,2015,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,8
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP MAN,2015,MAN,Gasolina,4,140,1.8,AUTOS COMPACTOS,11.2,17.4,14.73,11.05,211,17,6,8
VW,BEETLE,2PTAS 2.5L 5CIL 170HP TIP,2016,TIPT,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.2,18.6,13.64,10.23,228,4,6,9
VW,BEETLE,2PTAS 2.5L 5CIL 170HP TIP,2017,TIPT,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.2,18.6,13.64,10.23,228,4,6,9
VW,BEETLE,2PTS 2.5L 5CIL 170HP MAN,2014,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.11,18.85,13.63,10.22,228,22,6,7
VW,BEETLE,2PTS 2.5L 5CIL 170HP MAN,2013,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.11,18.85,13.63,10.22,228,22,6,7
MAZDA,MAZDA5,5PTS 2.3L 4CIL 153HP AUT,2011,AUT,Gasolina,4,153,2.3,AUTOS COMPACTOS,11.1,16.3,12.96,9.72,240,5,5,9
TOYOTA,MATRIX,5PTS 1.8L 4CIL 132HP MAN,2011,MAN,Gasolina,4,132,1.8,AUTOS COMPACTOS,11.1,13.6,12.1,9.08,257,16,5,8
TOYOTA,MATRIX,5PTS 1.8L 4CIL 132HP AUT,2011,AUT,Gasolina,4,132,1.8,AUTOS COMPACTOS,11.1,13.6,12.1,9.08,257,16,5,8
HONDA,HR-V,5PTAS 1.8L 4CIL 141HP MAN,2017,MAN,Gasolina,4,141,1.8,AUTOS COMPACTOS,11.1,17.4,14.65,10.99,212,5,6,9
VW,JETTA,MKVI 4PTS 2.5L 5CIL 170HP DSG,2012,AUT,Gasolina,5,170,2.5,AUTOS COMPACTOS,11.07,18.03,13.4,10.05,232,23,6,7
PEUGEOT,307,SEDAN 4PTS 2.0L 4CIL 140HP MAN,2011,MAN,Gasolina,4,140,2,AUTOS COMPACTOS,11.07,15.87,14.2,10.65,219,17,6,?
PEUGEOT,307,SEDAN 4PTS 2.0L 4CIL 140HP TIP,2011,TIP,Gasolina,4,140,2,AUTOS COMPACTOS,11.07,15.87,14.2,10.65,219,18,6,?
PEUGEOT,307,SEDAN 4PTS 2.0L 4CIL 140HP MAN,2012,MAN,Gasolina,4,140,2,AUTOS COMPACTOS,11.07,15.87,14.2,10.65,219,17,6,?
PEUGEOT,307,SEDAN 4PTS 2.0L 4CIL 140HP AUT,2012,AUT,Gasolina,4,140,2,AUTOS COMPACTOS,11.07,15.87,14.2,10.65,219,18,6,?
VW,JETTA,MKVI 4PTS 2.0L 4CIL 115HP MAN,2013,MAN,Gasolina,4,115,2,AUTOS COMPACTOS,11.06,20.25,13.9,10.42,224,8,6,9
VW,JETTA,MKVI 4PTS 2.0L 4CIL 115HP MAN,2014,MAN,Gasolina,4,115,2,AUTOS COMPACTOS,11.06,20.25,13.9,10.42,224,8,6,9
HONDA,CIVIC,SEDAN LX 5PTS 2.0L 4CIL 158HP MAN,2016,MAN,Gasolina,4,158,2,AUTOS COMPACTOS,11,19.3,15.03,11.27,207,8,7,9
HONDA,CIVIC,EX SEDAN 4PTAS 2.0L 4CIL 158HP MAN,2017,MAN,Gasolina,4,158,2,AUTOS COMPACTOS,11,19.3,15.03,11.27,207,8,7,9
VW,BEETLE,GLS 2PTS 4CIL 115HP TIP,2011,TIPTRONIC,Gasolina,4,115,2,AUTOS COMPACTOS,10.97,18.41,13.41,10.06,232,12,6,9
CHEVROLET,MALIBU,LT 4PTS 2.5L 4CIL 197HP AUT,2013,AUT,Gasolina,4,197,2.5,AUTOS COMPACTOS,10.97,18.67,13.47,10.1,231,3,6,9
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 138HP AUT,2011,AUT,Gasolina,4,138,1.8,AUTOS COMPACTOS,10.91,18.22,13.31,9.99,234,60,6,5
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 138HP AUT,2012,AUT,Gasolina,4,138,1.8,AUTOS COMPACTOS,10.91,18.22,13.31,9.99,234,60,6,5
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 138HP AUT,2013,AUT,Gasolina,4,138,1.8,AUTOS COMPACTOS,10.91,18.22,13.31,9.99,234,60,6,5
CHEVROLET,CRUZE,4PTS 1.8L 4CIL 138HP AUT,2014,AUT,Gasolina,4,138,1.8,AUTOS COMPACTOS,10.91,18.22,13.31,9.99,234,60,6,5
CHEVROLET,CRUZE,LT 4PTS 1.8L 4CIL 138HP AUT,2015,AUT,Gasolina,4,138,1.8,AUTOS COMPACTOS,10.91,18.22,13.31,9.99,234,60,6,5
MAZDA,MAZDA3,HATCHBACK 5PTS 2.5L 4CIL 167HP MAN,2011,M6,Gasolina,4,167,2.5,AUTOS COMPACTOS,10.9,16.8,12.95,9.71,240,9,5,9
MAZDA,MAZDA6,4PTS 2.5L 4CIL 170HP AUT,2011,AUT,Gasolina,4,170,2.5,AUTOS COMPACTOS,10.9,16,12.73,9.54,244,6,5,9
DODGE,CALIBER,5PTS 2.4L 4CIL 172HP AUT,2011,AUT,Gasolina,4,172,2.4,AUTOS COMPACTOS,10.88,14.45,12.24,9.18,254,6,5,9
PEUGEOT,308,BERLINA RC 5PTS 1.6L 4CIL 197HP MAN TURBO,2012,MAN,Gasolina,4,197,1.6,AUTOS COMPACTOS,10.87,18.18,14.66,11,212,18,6,?
PEUGEOT,308,BERLINA RC 5PTS 1.6L 4CIL 197HP MAN TURBO,2013,MAN,Gasolina,4,197,1.6,AUTOS COMPACTOS,10.87,18.18,14.66,11,212,18,6,?
PEUGEOT,308,BERLINA RC 5PTS 1.6L 4CIL 197HP MAN TURBO,2014,MAN,Gasolina,4,197,1.6,AUTOS COMPACTOS,10.87,18.18,14.66,11,212,18,6,?
PEUGEOT,308,BERLINA RC 5PTS 1.6L 4CIL 197HP MAN TURBO,2015,MAN,Gasolina,4,197,1.6,AUTOS COMPACTOS,10.87,18.18,14.66,11,212,18,6,?
VW,BEETLE,2PTS 2.5L 5CIL 170HP MAN,2012,MAN,Gasolina,5,170,2.5,AUTOS COMPACTOS,10.8,18.73,13.34,10.01,233,11,6,9
DODGE,CALIBER,5PTS 2.4 4CIL 172 CVT,2012,CVT,Gasolina,4,172,2.4,AUTOS COMPACTOS,10.76,14.37,12.13,9.1,256,4,5,9
MERCEDES,B200,5PTS 2.0L 4CIL 134HP MAN,2011,M5,Gasolina,4,134,2,AUTOS COMPACTOS,10.75,16.66,14.18,10.64,219,15,6,?
FIAT,LINEA,4PTS 1.4L 4CIL 120HP MAN,2011,MAN,Gasolina,4,120,1.4,AUTOS COMPACTOS,10.75,18.86,14.72,11.04,211,32,6,?
FIAT,LINEA,DYNAMIC 4PTS 1.4L 4CIL 120HP MAN TURBO,2012,MAN,Gasolina,4,120,1.4,AUTOS COMPACTOS,10.75,18.86,14.72,11.04,211,32,6,?
FIAT,LINEA,DYNAMIC 4PTS 1.4L 4CIL 120HP MAN TURBO,2013,MAN,Gasolina,4,120,1.4,AUTOS COMPACTOS,10.75,18.86,14.72,11.04,211,32,6,?
DODGE,AVENGER,SXT 4PTS 2.4L 4CIL 173HP AUT,2011,AUT,Gasolina,4,173,2.4,AUTOS COMPACTOS,10.7,17.22,12.9,9.67,241,10,5,9
DODGE,AVENGER,SXT SPORT 4PTS 2.4L 4CIL 173HP AUT,2011,AUT,Gasolina,4,173,2.4,AUTOS COMPACTOS,10.7,17.22,12.9,9.67,241,10,5,9
MAZDA,MAZDA 3,SEDAN 4PTS 2.0L 4CIL 148HP MAN,2012,MAN,Gasolina,4,148,2,AUTOS COMPACTOS,10.7,17.4,14.33,10.75,217,6,6,9
MAZDA,MAZDA3,SEDAN 4PTS 2.0L 4CIL 145HP MAN,2013,MAN,Gasolina,4,145,2,AUTOS COMPACTOS,10.7,17.4,14.33,10.75,217,6,6,9
HONDA,CIVIC,COUPE Si 2PTS 2.0L 4CIL 197HP MAN,2011,M6,Gasolina,4,197,2,AUTOS COMPACTOS,10.6,15.6,12.39,9.29,251,8,5,9
HONDA,CIVIC,SEDAN Si 4PTS 2.0L 4CIL 197HP MAN,2011,M6,Gasolina,4,197,2,AUTOS COMPACTOS,10.6,15.6,12.39,9.29,251,8,5,9
HONDA,CIVIC,COUPE Si 2PTS 2.4L 4CIL 202HP MAN,2012,MAN,Gasolina,4,202,2.4,AUTOS COMPACTOS,10.6,17.1,12.79,9.59,243,20,5,7
HONDA,CIVIC,SEDAN Si 4PTS 2.4L 4CIL 202HP MAN,2012,MAN,Gasolina,4,202,2.4,AUTOS COMPACTOS,10.6,17.1,12.79,9.59,243,20,5,7
MAZDA,MAZDA 2,HATCHBACK 5PTS 1.5L 4CIL 102HP AUT,2012,AUT,Gasolina,4,102,1.5,AUTOS COMPACTOS,10.6,16.1,13.91,10.43,223,17,6,?
MAZDA,MAZDA2,HATCHBACK 5PTS 1.5L 4CIL 102HP AUT,2013,AUT,Gasolina,4,102,1.5,AUTOS COMPACTOS,10.6,16.1,13.91,10.43,223,14,6,?
HONDA,CIVIC,SEDAN Si 4PTS 2.4L 4CIL 202HP MAN,2013,MAN,Gasolina,4,202,2.4,AUTOS COMPACTOS,10.6,17.1,12.79,9.59,243,20,5,7
MAZDA,MAZDA2,HATCHBACK 5PTS 1.5L 4CIL 102HP AUT,2014,AUT,Gasolina,4,102,1.5,AUTOS COMPACTOS,10.6,16.1,13.91,10.43,223,14,6,?
MAZDA,MAZDA6,SEDAN 4PTS 2.5L 4CIL 185HP MAN,2015,MAN,Gasolina,4,185,2.5,AUTOS COMPACTOS,10.53,18.2,14.38,10.79,216,5,6,9
MAZDA,MAZDA6,SEDAN 4PTS 2.5L 4CIL 185HP AUT,2015,AUT,Gasolina,4,185,2.5,AUTOS COMPACTOS,10.53,18.2,14.38,10.79,216,5,6,9
MERCEDES,B200,5PTS 2.0L 4CIL 134HP AUT,2011,AUT,Gasolina,4,134,2,AUTOS COMPACTOS,10.52,16.66,14,10.5,222,6,6,9
FORD,FOCUS,RS AWD 5PTAS 2.3L 4CIL 350HP MAN TURBO ECOBOOST,2017,MAN,Gasolina,4,350,2.3,AUTOS COMPACTOS,10.51,15.51,12.29,9.22,253,47,5,5
FORD,FOCUS,RS HATCHBACK 5PTAS 2.3L 4CIL 350HP ECOBOOST MAN,2018,MAN,Gasolina,4,350,2.3,AUTOS COMPACTOS,10.51,15.51,12.29,9.22,253,47,5,5
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP AUT,2012,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP AUT,2013,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP AUT,2013,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP AUT,2013,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,SEDAN EXL 4PTS 1.8L 4CIL 140HP AUT,2013,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
MAZDA,MAZDA6,SEDAN 4PTS 2.5L 4CIL 185HP MAN,2014,MAN,Gasolina,4,185,2.5,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,5,6,9
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP AUT,2014,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP AUT,2014,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP AUT,2014,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,SEDAN EXL 4PTS 1.8L 4CIL 140HP AUT,2014,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,COUPE EX 2PTS 1.8L 4CIL 140HP AUT,2015,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,SEDAN LX 4PTS 1.8L 4CIL 140HP AUT,2015,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,SEDAN EX 4PTS 1.8L 4CIL 140HP AUT,2015,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
HONDA,CIVIC,SEDAN EXL 4PTS 1.8L 4CIL 140HP AUT,2015,AUT,Gasolina,4,140,1.8,AUTOS COMPACTOS,10.5,18.2,14.36,10.77,217,8,6,9
VW,JETTA,GP 4PTS 1.8L 4CIL 180HP TIP TURBO,2011,TIP,Gasolina,4,180,1.8,AUTOS COMPACTOS,10.42,17.31,12.69,9.52,245,29,5,6
MERCEDES,A 45,5PTAS 2.0L 4CIL 381HP TURBO AUT,2018,AUT,Gasolina,4,381,1.991,AUTOS COMPACTOS,10.42,16.67,13.92,10.44,223,30,6,?
MERCEDES,A 45,AMG 4MATIC 5PTAS 2.0L 4CIL 381HP AUT TURBO,2016,AUT,Gasolina,4,381,1.991,AUTOS COMPACTOS,10.42,16.67,13.92,10.44,223,30,6,?
DODGE,AVENGER,SE 4PTS 2.4L 4CIL 173HP AUT,2014,AUT,Gasolina,4,173,2.4,AUTOS COMPACTOS,10.25,15.98,12.22,9.17,254,12,5,9
DODGE,AVENGER,SXT 4PTS 2.4L 4CIL 173HP AUT,2014,AUT,Gasolina,4,173,2.4,AUTOS COMPACTOS,10.25,15.98,12.22,9.17,254,12,5,9
NISSAN,SENTRA,SE-R 4PTS 2.5L 4CIL 200HP MAN,2011,MAN,Gasolina,4,200,2.5,AUTOS COMPACTOS,10.2,13.2,11.36,8.52,274,20,4,7
